train_or_valid,pattern_type,nprops,prop_perm,utterances,true_ltl,output_ltl,is_correct
valid,visit,2,"['a', 'd']",visit d and a,& F a F d,& G F d G F a,False
valid,visit,2,"['a', 'h']",visit h and a,& F a F h,& G F h G F a,False
valid,visit,2,"['b', 'a']",visit a and b,& F b F a,& G F a G F b,False
valid,visit,2,"['b', 'c']",visit c and b,& F b F c,& G F c G F b,False
valid,visit,2,"['b', 'd']",visit d and b,& F b F d,& G F d G F b,False
valid,visit,2,"['b', 'h']",visit h and b,& F b F h,& G F h G F b,False
valid,visit,2,"['c', 'a']",visit a and c,& F c F a,& G F a G F c,False
valid,visit,2,"['c', 'b']",visit b and c,& F c F b,& G F b G F c,False
valid,visit,2,"['c', 'd']",visit d and c,& F c F d,& G F d G F c,False
valid,visit,2,"['c', 'h']",visit h and c,& F c F h,& G F h G F c,False
valid,visit,2,"['d', 'a']",visit a and d,& F d F a,& G F a G F d,False
valid,visit,2,"['d', 'b']",visit b and d,& F d F b,& G F b G F d,False
valid,visit,2,"['d', 'c']",visit c and d,& F d F c,& G F c G F d,False
valid,visit,2,"['d', 'h']",visit h and d,& F d F h,& G F h G F d,False
valid,visit,2,"['h', 'a']",visit a and h,& F h F a,& G F a G F h,False
valid,visit,2,"['h', 'b']",visit b and h,& F h F b,& G F b G F h,False
valid,visit,2,"['h', 'c']",visit c and h,& F h F c,& G F c G F h,False
valid,visit,2,"['h', 'd']",visit d and h,& F h F d,& G F d G F h,False
valid,visit,2,"['a', 'b']",sometime along the way go to a and b,& F a F b,F & a F b,False
valid,visit,2,"['a', 'c']",sometime along the way go to a and c,& F a F c,F & a F c,False
valid,visit,2,"['a', 'd']",sometime along the way go to a and d,& F a F d,F & a F d,False
valid,visit,2,"['a', 'h']",sometime along the way go to a and h,& F a F h,F & a F h,False
valid,visit,2,"['b', 'a']",sometime along the way go to b and a,& F b F a,F & b F a,False
valid,visit,2,"['b', 'c']",sometime along the way go to b and c,& F b F c,F & b F c,False
valid,visit,2,"['b', 'd']",sometime along the way go to b and d,& F b F d,F & b F d,False
valid,visit,2,"['b', 'h']",sometime along the way go to b and h,& F b F h,F & b F h,False
valid,visit,2,"['c', 'a']",sometime along the way go to c and a,& F c F a,F & c F a,False
valid,visit,2,"['c', 'b']",sometime along the way go to c and b,& F c F b,F & c F b,False
valid,visit,2,"['c', 'd']",sometime along the way go to c and d,& F c F d,F & c F d,False
valid,visit,2,"['c', 'h']",sometime along the way go to c and h,& F c F h,F & c F h,False
valid,visit,2,"['d', 'a']",sometime along the way go to d and a,& F d F a,F & d F a,False
valid,visit,2,"['d', 'b']",sometime along the way go to d and b,& F d F b,F & d F b,False
valid,visit,2,"['d', 'c']",sometime along the way go to d and c,& F d F c,F & d F c,False
valid,visit,2,"['d', 'h']",sometime along the way go to d and h,& F d F h,F & d F h,False
valid,visit,2,"['h', 'a']",sometime along the way go to h and a,& F h F a,F & h F a,False
valid,visit,2,"['h', 'b']",sometime along the way go to h and b,& F h F b,F & h F b,False
valid,visit,2,"['h', 'c']",sometime along the way go to h and c,& F h F c,F & h F c,False
valid,visit,2,"['h', 'd']",sometime along the way go to h and d,& F h F d,F & h F d,False
valid,visit,2,"['a', 'b']",eventually reach a and b,& F a F b,& G F b G F a,False
valid,visit,2,"['a', 'c']",eventually reach a and c,& F a F c,& G F a G F c,False
valid,visit,2,"['a', 'd']",eventually reach a and d,& F a F d,& G F a G F d,False
valid,visit,2,"['a', 'h']",eventually reach a and h,& F a F h,& G F h G F a,False
valid,visit,2,"['b', 'a']",eventually reach b and a,& F b F a,& G F b G F a,False
valid,visit,2,"['b', 'c']",eventually reach b and c,& F b F c,& G F b G F c,False
valid,visit,2,"['b', 'd']",eventually reach b and d,& F b F d,& G F b G F d,False
valid,visit,2,"['b', 'h']",eventually reach b and h,& F b F h,& G F b G F h,False
valid,visit,2,"['c', 'a']",eventually reach c and a,& F c F a,& G F c G F a,False
valid,visit,2,"['c', 'b']",eventually reach c and b,& F c F b,& G F c G F b,False
valid,visit,2,"['c', 'd']",eventually reach c and d,& F c F d,& G F c G F d,False
valid,visit,2,"['c', 'h']",eventually reach c and h,& F c F h,& G F c G F h,False
valid,visit,2,"['d', 'a']",eventually reach d and a,& F d F a,& G F d G F a,False
valid,visit,2,"['d', 'b']",eventually reach d and b,& F d F b,& G F d G F b,False
valid,visit,2,"['d', 'c']",eventually reach d and c,& F d F c,& G F d G F c,False
valid,visit,2,"['d', 'h']",eventually reach d and h,& F d F h,& G F d G F h,False
valid,visit,2,"['h', 'a']",eventually reach h and a,& F h F a,& G F h G F a,False
valid,visit,2,"['h', 'b']",eventually reach h and b,& F h F b,& G F h G F b,False
valid,visit,2,"['h', 'c']",eventually reach h and c,& F h F c,& G F h G F c,False
valid,visit,2,"['h', 'd']",eventually reach h and d,& F h F d,& G F h G F d,False
valid,visit,3,"['a', 'b', 'c']",go to a b and c,& F a & F b F c,& G F a & G F b G F c,False
valid,visit,3,"['a', 'b', 'd']",go to a b and d,& F a & F b F d,& G F a & G F b G F d,False
valid,visit,3,"['a', 'b', 'h']",go to a b and h,& F a & F b F h,& G F a & G F b G F h,False
valid,visit,3,"['a', 'c', 'b']",go to a c and b,& F a & F c F b,& G F a & G F c G F b,False
valid,visit,3,"['a', 'c', 'd']",go to a c and d,& F a & F c F d,& G F d & G F c G F a,False
valid,visit,3,"['a', 'c', 'h']",go to a c and h,& F a & F c F h,& G F a & G F c G F h,False
valid,visit,3,"['a', 'd', 'b']",go to a d and b,& F a & F d F b,& G F a & G F d G F b,False
valid,visit,3,"['a', 'd', 'c']",go to a d and c,& F a & F d F c,& G F a & G F c G F d,False
valid,visit,3,"['a', 'd', 'h']",go to a d and h,& F a & F d F h,& G F a & G F d G F h,False
valid,visit,3,"['a', 'h', 'b']",go to a h and b,& F a & F h F b,& G F a & G F h G F b,False
valid,visit,3,"['a', 'h', 'c']",go to a h and c,& F a & F h F c,& G F a & G F h G F c,False
valid,visit,3,"['a', 'h', 'd']",go to a h and d,& F a & F h F d,& G F a & G F h G F d,False
valid,visit,3,"['b', 'a', 'c']",go to b a and c,& F b & F a F c,& G F b & G F a G F c,False
valid,visit,3,"['b', 'a', 'd']",go to b a and d,& F b & F a F d,& G F b & G F a G F d,False
valid,visit,3,"['b', 'a', 'h']",go to b a and h,& F b & F a F h,& G F b & G F a G F h,False
valid,visit,3,"['b', 'c', 'a']",go to b c and a,& F b & F c F a,& G F b & G F c G F a,False
valid,visit,3,"['b', 'c', 'd']",go to b c and d,& F b & F c F d,& G F b & G F c G F d,False
valid,visit,3,"['b', 'c', 'h']",go to b c and h,& F b & F c F h,& G F b & G F c G F h,False
valid,visit,3,"['b', 'd', 'a']",go to b d and a,& F b & F d F a,& G F b & G F d G F a,False
valid,visit,3,"['b', 'd', 'c']",go to b d and c,& F b & F d F c,& G F b & G F d G F c,False
valid,visit,3,"['b', 'd', 'h']",go to b d and h,& F b & F d F h,& G F b & G F d G F h,False
valid,visit,3,"['b', 'h', 'a']",go to b h and a,& F b & F h F a,& G F b & G F h G F a,False
valid,visit,3,"['b', 'h', 'c']",go to b h and c,& F b & F h F c,& G F b & G F h G F c,False
valid,visit,3,"['b', 'h', 'd']",go to b h and d,& F b & F h F d,& G F b & G F h G F d,False
valid,visit,3,"['c', 'a', 'b']",go to c a and b,& F c & F a F b,& G F c & G F a G F b,False
valid,visit,3,"['c', 'a', 'd']",go to c a and d,& F c & F a F d,& G F c & G F a G F d,False
valid,visit,3,"['c', 'a', 'h']",go to c a and h,& F c & F a F h,& G F c & G F a G F h,False
valid,visit,3,"['c', 'b', 'a']",go to c b and a,& F c & F b F a,& G F c & G F b G F a,False
valid,visit,3,"['c', 'b', 'd']",go to c b and d,& F c & F b F d,& G F c & G F d G F b,False
valid,visit,3,"['c', 'b', 'h']",go to c b and h,& F c & F b F h,& G F c & G F b G F h,False
valid,visit,3,"['c', 'd', 'a']",go to c d and a,& F c & F d F a,& G F c & G F d G F a,False
valid,visit,3,"['c', 'd', 'b']",go to c d and b,& F c & F d F b,& G F c & G F d G F b,False
valid,visit,3,"['c', 'd', 'h']",go to c d and h,& F c & F d F h,& G F c & G F d G F h,False
valid,visit,3,"['c', 'h', 'a']",go to c h and a,& F c & F h F a,& G F c & G F h G F a,False
valid,visit,3,"['c', 'h', 'b']",go to c h and b,& F c & F h F b,& G F c & G F h G F b,False
valid,visit,3,"['c', 'h', 'd']",go to c h and d,& F c & F h F d,& G F c & G F h G F d,False
valid,visit,3,"['d', 'a', 'b']",go to d a and b,& F d & F a F b,& G F d & G F a G F b,False
valid,visit,3,"['d', 'a', 'c']",go to d a and c,& F d & F a F c,& G F d & G F a G F c,False
valid,visit,3,"['d', 'a', 'h']",go to d a and h,& F d & F a F h,& G F d & G F a G F h,False
valid,visit,3,"['d', 'b', 'a']",go to d b and a,& F d & F b F a,& G F d & G F b G F a,False
valid,visit,3,"['d', 'b', 'c']",go to d b and c,& F d & F b F c,& G F d & G F b G F c,False
valid,visit,3,"['d', 'b', 'h']",go to d b and h,& F d & F b F h,& G F d & G F b G F h,False
valid,visit,3,"['d', 'c', 'a']",go to d c and a,& F d & F c F a,& G F d & G F c G F a,False
valid,visit,3,"['d', 'c', 'b']",go to d c and b,& F d & F c F b,& G F d & G F c G F b,False
valid,visit,3,"['d', 'c', 'h']",go to d c and h,& F d & F c F h,& G F d & G F c G F h,False
valid,visit,3,"['d', 'h', 'a']",go to d h and a,& F d & F h F a,& G F d & G F h G F a,False
valid,visit,3,"['d', 'h', 'b']",go to d h and b,& F d & F h F b,& G F d & G F h G F b,False
valid,visit,3,"['d', 'h', 'c']",go to d h and c,& F d & F h F c,& G F d & G F c G F h,False
valid,visit,3,"['h', 'a', 'b']",go to h a and b,& F h & F a F b,& G F h & G F a G F b,False
valid,visit,3,"['h', 'a', 'c']",go to h a and c,& F h & F a F c,& G F c & G F a G F h,False
valid,visit,3,"['h', 'a', 'd']",go to h a and d,& F h & F a F d,& G F h & G F a G F d,False
valid,visit,3,"['h', 'b', 'a']",go to h b and a,& F h & F b F a,& G F h & G F b G F a,False
valid,visit,3,"['h', 'b', 'c']",go to h b and c,& F h & F b F c,& G F c & G F b G F h,False
valid,visit,3,"['h', 'b', 'd']",go to h b and d,& F h & F b F d,& G F h & G F d G F b,False
valid,visit,3,"['h', 'c', 'a']",go to h c and a,& F h & F c F a,& G F h & G F c G F a,False
valid,visit,3,"['h', 'c', 'b']",go to h c and b,& F h & F c F b,& G F h & G F c G F b,False
valid,visit,3,"['h', 'c', 'd']",go to h c and d,& F h & F c F d,& G F c & G F d G F h,False
valid,visit,3,"['h', 'd', 'a']",go to h d and a,& F h & F d F a,& G F h & G F d G F a,False
valid,visit,3,"['h', 'd', 'b']",go to h d and b,& F h & F d F b,& G F h & G F d G F b,False
valid,visit,3,"['h', 'd', 'c']",go to h d and c,& F h & F d F c,& G F c & G F d G F h,False
valid,visit,3,"['a', 'b', 'c']",visit c a and b in no specific order,& F a & F b F c,& G F c & G F a G F b,False
valid,visit,3,"['a', 'b', 'd']",visit d a and b in no specific order,& F a & F b F d,& G F d & G F a G F b,False
valid,visit,3,"['a', 'b', 'h']",visit h a and b in no specific order,& F a & F b F h,& G F h & G F a G F b,False
valid,visit,3,"['a', 'c', 'b']",visit b a and c in no specific order,& F a & F c F b,& G F b & G F a G F c,False
valid,visit,3,"['a', 'c', 'd']",visit d a and c in no specific order,& F a & F c F d,& G F d & G F a G F c,False
valid,visit,3,"['a', 'c', 'h']",visit h a and c in no specific order,& F a & F c F h,& G F h & G F a G F c,False
valid,visit,3,"['a', 'd', 'b']",visit b a and d in no specific order,& F a & F d F b,& G F b & G F a G F d,False
valid,visit,3,"['a', 'd', 'c']",visit c a and d in no specific order,& F a & F d F c,& G F c & G F a G F d,False
valid,visit,3,"['a', 'd', 'h']",visit h a and d in no specific order,& F a & F d F h,& G F h & G F a G F d,False
valid,visit,3,"['a', 'h', 'b']",visit b a and h in no specific order,& F a & F h F b,& G F b & G F a G F h,False
valid,visit,3,"['a', 'h', 'c']",visit c a and h in no specific order,& F a & F h F c,& G F c & G F a G F h,False
valid,visit,3,"['a', 'h', 'd']",visit d a and h in no specific order,& F a & F h F d,& G F d & G F a G F h,False
valid,visit,3,"['b', 'a', 'c']",visit c b and a in no specific order,& F b & F a F c,& G F c & G F b G F a,False
valid,visit,3,"['b', 'a', 'd']",visit d b and a in no specific order,& F b & F a F d,& G F d & G F b G F a,False
valid,visit,3,"['b', 'a', 'h']",visit h b and a in no specific order,& F b & F a F h,& G F h & G F b G F a,False
valid,visit,3,"['b', 'c', 'a']",visit a b and c in no specific order,& F b & F c F a,& G F a & G F b G F c,False
valid,visit,3,"['b', 'c', 'd']",visit d b and c in no specific order,& F b & F c F d,& G F d & G F b G F c,False
valid,visit,3,"['b', 'c', 'h']",visit h b and c in no specific order,& F b & F c F h,& G F h & G F b G F c,False
valid,visit,3,"['b', 'd', 'a']",visit a b and d in no specific order,& F b & F d F a,& G F a & G F b G F d,False
valid,visit,3,"['b', 'd', 'c']",visit c b and d in no specific order,& F b & F d F c,& G F c & G F b G F d,False
valid,visit,3,"['b', 'd', 'h']",visit h b and d in no specific order,& F b & F d F h,& G F h & G F b G F d,False
valid,visit,3,"['b', 'h', 'a']",visit a b and h in no specific order,& F b & F h F a,& G F a & G F b G F h,False
valid,visit,3,"['b', 'h', 'c']",visit c b and h in no specific order,& F b & F h F c,& G F c & G F b G F h,False
valid,visit,3,"['b', 'h', 'd']",visit d b and h in no specific order,& F b & F h F d,& G F d & G F b G F h,False
valid,visit,3,"['c', 'a', 'b']",visit b c and a in no specific order,& F c & F a F b,& G F b & G F c G F a,False
valid,visit,3,"['c', 'a', 'd']",visit d c and a in no specific order,& F c & F a F d,& G F d & G F c G F a,False
valid,visit,3,"['c', 'a', 'h']",visit h c and a in no specific order,& F c & F a F h,& G F h & G F c G F a,False
valid,visit,3,"['c', 'b', 'a']",visit a c and b in no specific order,& F c & F b F a,& G F a & G F c G F b,False
valid,visit,3,"['c', 'b', 'd']",visit d c and b in no specific order,& F c & F b F d,& G F d & G F c G F b,False
valid,visit,3,"['c', 'b', 'h']",visit h c and b in no specific order,& F c & F b F h,& G F h & G F c G F b,False
valid,visit,3,"['c', 'd', 'a']",visit a c and d in no specific order,& F c & F d F a,& G F a & G F c G F d,False
valid,visit,3,"['c', 'd', 'b']",visit b c and d in no specific order,& F c & F d F b,& G F b & G F c G F d,False
valid,visit,3,"['c', 'd', 'h']",visit h c and d in no specific order,& F c & F d F h,& G F h & G F c G F d,False
valid,visit,3,"['c', 'h', 'a']",visit a c and h in no specific order,& F c & F h F a,& G F a & G F c G F h,False
valid,visit,3,"['c', 'h', 'b']",visit b c and h in no specific order,& F c & F h F b,& G F b & G F c G F h,False
valid,visit,3,"['c', 'h', 'd']",visit d c and h in no specific order,& F c & F h F d,& G F d & G F c G F h,False
valid,visit,3,"['d', 'a', 'b']",visit b d and a in no specific order,& F d & F a F b,& G F b & G F d G F a,False
valid,visit,3,"['d', 'a', 'c']",visit c d and a in no specific order,& F d & F a F c,& G F c & G F d G F a,False
valid,visit,3,"['d', 'a', 'h']",visit h d and a in no specific order,& F d & F a F h,& G F h & G F d G F a,False
valid,visit,3,"['d', 'b', 'a']",visit a d and b in no specific order,& F d & F b F a,& G F a & G F d G F b,False
valid,visit,3,"['d', 'b', 'c']",visit c d and b in no specific order,& F d & F b F c,& G F c & G F d G F b,False
valid,visit,3,"['d', 'b', 'h']",visit h d and b in no specific order,& F d & F b F h,& G F h & G F d G F b,False
valid,visit,3,"['d', 'c', 'a']",visit a d and c in no specific order,& F d & F c F a,& G F a & G F d G F c,False
valid,visit,3,"['d', 'c', 'b']",visit b d and c in no specific order,& F d & F c F b,& G F b & G F d G F c,False
valid,visit,3,"['d', 'c', 'h']",visit h d and c in no specific order,& F d & F c F h,& G F h & G F d G F c,False
valid,visit,3,"['d', 'h', 'a']",visit a d and h in no specific order,& F d & F h F a,& G F a & G F d G F h,False
valid,visit,3,"['d', 'h', 'b']",visit b d and h in no specific order,& F d & F h F b,& G F b & G F d G F h,False
valid,visit,3,"['d', 'h', 'c']",visit c d and h in no specific order,& F d & F h F c,& G F c & G F d G F h,False
valid,visit,3,"['h', 'a', 'b']",visit b h and a in no specific order,& F h & F a F b,& G F b & G F h G F a,False
valid,visit,3,"['h', 'a', 'c']",visit c h and a in no specific order,& F h & F a F c,& G F c & G F h G F a,False
valid,visit,3,"['h', 'a', 'd']",visit d h and a in no specific order,& F h & F a F d,& G F d & G F h G F a,False
valid,visit,3,"['h', 'b', 'a']",visit a h and b in no specific order,& F h & F b F a,& G F a & G F h G F b,False
valid,visit,3,"['h', 'b', 'c']",visit c h and b in no specific order,& F h & F b F c,& G F c & G F h G F b,False
valid,visit,3,"['h', 'b', 'd']",visit d h and b in no specific order,& F h & F b F d,& G F d & G F h G F b,False
valid,visit,3,"['h', 'c', 'a']",visit a h and c in no specific order,& F h & F c F a,& G F a & G F h G F c,False
valid,visit,3,"['h', 'c', 'b']",visit b h and c in no specific order,& F h & F c F b,& G F b & G F h G F c,False
valid,visit,3,"['h', 'c', 'd']",visit d h and c in no specific order,& F h & F c F d,& G F d & G F h G F c,False
valid,visit,3,"['h', 'd', 'a']",visit a h and d in no specific order,& F h & F d F a,& G F a & G F h G F d,False
valid,visit,3,"['h', 'd', 'b']",visit b h and d in no specific order,& F h & F d F b,& G F b & G F h G F d,False
valid,visit,3,"['h', 'd', 'c']",visit c h and d in no specific order,& F h & F d F c,& G F c & G F h G F d,False
valid,visit,3,"['a', 'b', 'c']",eventually reach a c and b,& F a & F b F c,& G F a & G F c G F b,False
valid,visit,3,"['a', 'b', 'd']",eventually reach a d and b,& F a & F b F d,& G F a & G F d G F b,False
valid,visit,3,"['a', 'b', 'h']",eventually reach a h and b,& F a & F b F h,& G F a & G F h G F b,False
valid,visit,3,"['a', 'c', 'b']",eventually reach a b and c,& F a & F c F b,& G F b & G F c G F a,False
valid,visit,3,"['a', 'c', 'd']",eventually reach a d and c,& F a & F c F d,& G F d & G F c G F a,False
valid,visit,3,"['a', 'c', 'h']",eventually reach a h and c,& F a & F c F h,& G F h & G F c G F a,False
valid,visit,3,"['a', 'd', 'b']",eventually reach a b and d,& F a & F d F b,& G F a & G F b G F d,False
valid,visit,3,"['a', 'd', 'c']",eventually reach a c and d,& F a & F d F c,& G F a & G F c G F d,False
valid,visit,3,"['a', 'd', 'h']",eventually reach a h and d,& F a & F d F h,& G F a & G F h G F d,False
valid,visit,3,"['a', 'h', 'b']",eventually reach a b and h,& F a & F h F b,& G F b & G F h G F a,False
valid,visit,3,"['a', 'h', 'c']",eventually reach a c and h,& F a & F h F c,& G F c & G F h G F a,False
valid,visit,3,"['a', 'h', 'd']",eventually reach a d and h,& F a & F h F d,& G F d & G F h G F a,False
valid,visit,3,"['b', 'a', 'c']",eventually reach b c and a,& F b & F a F c,& G F b & G F c G F a,False
valid,visit,3,"['b', 'a', 'd']",eventually reach b d and a,& F b & F a F d,& G F d & G F a G F b,False
valid,visit,3,"['b', 'a', 'h']",eventually reach b h and a,& F b & F a F h,& G F b & G F h G F a,False
valid,visit,3,"['b', 'c', 'a']",eventually reach b a and c,& F b & F c F a,& G F b & G F a G F c,False
valid,visit,3,"['b', 'c', 'd']",eventually reach b d and c,& F b & F c F d,& G F d & G F c G F b,False
valid,visit,3,"['b', 'c', 'h']",eventually reach b h and c,& F b & F c F h,& G F h & G F c G F b,False
valid,visit,3,"['b', 'd', 'a']",eventually reach b a and d,& F b & F d F a,& G F b & G F a G F d,False
valid,visit,3,"['b', 'd', 'c']",eventually reach b c and d,& F b & F d F c,& G F b & G F c G F d,False
valid,visit,3,"['b', 'd', 'h']",eventually reach b h and d,& F b & F d F h,& G F b & G F h G F d,False
valid,visit,3,"['b', 'h', 'a']",eventually reach b a and h,& F b & F h F a,& G F b & G F a G F h,False
valid,visit,3,"['b', 'h', 'c']",eventually reach b c and h,& F b & F h F c,& G F b & G F c G F h,False
valid,visit,3,"['b', 'h', 'd']",eventually reach b d and h,& F b & F h F d,& G F b & G F d G F h,False
valid,visit,3,"['c', 'a', 'b']",eventually reach c b and a,& F c & F a F b,& G F b & G F a G F c,False
valid,visit,3,"['c', 'a', 'd']",eventually reach c d and a,& F c & F a F d,& G F d & G F a G F c,False
valid,visit,3,"['c', 'a', 'h']",eventually reach c h and a,& F c & F a F h,& G F c & G F h G F a,False
valid,visit,3,"['c', 'b', 'a']",eventually reach c a and b,& F c & F b F a,& G F c & G F a G F b,False
valid,visit,3,"['c', 'b', 'd']",eventually reach c d and b,& F c & F b F d,& G F c & G F d G F b,False
valid,visit,3,"['c', 'b', 'h']",eventually reach c h and b,& F c & F b F h,& G F c & G F h G F b,False
valid,visit,3,"['c', 'd', 'a']",eventually reach c a and d,& F c & F d F a,& G F c & G F a G F d,False
valid,visit,3,"['c', 'd', 'b']",eventually reach c b and d,& F c & F d F b,& G F c & G F b G F d,False
valid,visit,3,"['c', 'd', 'h']",eventually reach c h and d,& F c & F d F h,& G F c & G F h G F d,False
valid,visit,3,"['c', 'h', 'a']",eventually reach c a and h,& F c & F h F a,& G F c & G F a G F h,False
valid,visit,3,"['c', 'h', 'b']",eventually reach c b and h,& F c & F h F b,& G F c & G F b G F h,False
valid,visit,3,"['c', 'h', 'd']",eventually reach c d and h,& F c & F h F d,& G F c & G F d G F h,False
valid,visit,3,"['d', 'a', 'b']",eventually reach d b and a,& F d & F a F b,& G F d & G F b G F a,False
valid,visit,3,"['d', 'a', 'c']",eventually reach d c and a,& F d & F a F c,& G F d & G F c G F a,False
valid,visit,3,"['d', 'a', 'h']",eventually reach d h and a,& F d & F a F h,& G F d & G F h G F a,False
valid,visit,3,"['d', 'b', 'a']",eventually reach d a and b,& F d & F b F a,& G F d & G F a G F b,False
valid,visit,3,"['d', 'b', 'c']",eventually reach d c and b,& F d & F b F c,& G F d & G F c G F b,False
valid,visit,3,"['d', 'b', 'h']",eventually reach d h and b,& F d & F b F h,& G F d & G F h G F b,False
valid,visit,3,"['d', 'c', 'a']",eventually reach d a and c,& F d & F c F a,& G F d & G F a G F c,False
valid,visit,3,"['d', 'c', 'b']",eventually reach d b and c,& F d & F c F b,& G F d & G F b G F c,False
valid,visit,3,"['d', 'c', 'h']",eventually reach d h and c,& F d & F c F h,& G F d & G F h G F c,False
valid,visit,3,"['d', 'h', 'a']",eventually reach d a and h,& F d & F h F a,& G F d & G F a G F h,False
valid,visit,3,"['d', 'h', 'b']",eventually reach d b and h,& F d & F h F b,& G F d & G F b G F h,False
valid,visit,3,"['d', 'h', 'c']",eventually reach d c and h,& F d & F h F c,& G F d & G F c G F h,False
valid,visit,3,"['h', 'a', 'b']",eventually reach h b and a,& F h & F a F b,& G F h & G F b G F a,False
valid,visit,3,"['h', 'a', 'c']",eventually reach h c and a,& F h & F a F c,& G F c & G F a G F h,False
valid,visit,3,"['h', 'a', 'd']",eventually reach h d and a,& F h & F a F d,& G F d & G F a G F h,False
valid,visit,3,"['h', 'b', 'a']",eventually reach h a and b,& F h & F b F a,& G F h & G F a G F b,False
valid,visit,3,"['h', 'b', 'c']",eventually reach h c and b,& F h & F b F c,& G F h & G F c G F b,False
valid,visit,3,"['h', 'b', 'd']",eventually reach h d and b,& F h & F b F d,& G F h & G F d G F b,False
valid,visit,3,"['h', 'c', 'a']",eventually reach h a and c,& F h & F c F a,& G F h & G F a G F c,False
valid,visit,3,"['h', 'c', 'b']",eventually reach h b and c,& F h & F c F b,& G F h & G F b G F c,False
valid,visit,3,"['h', 'c', 'd']",eventually reach h d and c,& F h & F c F d,& G F d & G F c G F h,False
valid,visit,3,"['h', 'd', 'a']",eventually reach h a and d,& F h & F d F a,& G F h & G F a G F d,False
valid,visit,3,"['h', 'd', 'b']",eventually reach h b and d,& F h & F d F b,& G F h & G F b G F d,False
valid,visit,3,"['h', 'd', 'c']",eventually reach h c and d,& F h & F d F c,& G F h & G F c G F d,False
valid,visit,4,"['a', 'b', 'c', 'd']",visit b a c and d,& F a & F b & F c F d,& G F b & G F a & G F c,Syntax Error
valid,visit,4,"['a', 'b', 'c', 'h']",visit b a c and h,& F a & F b & F c F h,& G F b & G F a & G F c,Syntax Error
valid,visit,4,"['a', 'b', 'd', 'c']",visit b a d and c,& F a & F b & F d F c,& G F b & G F a & G F d,Syntax Error
valid,visit,4,"['a', 'b', 'd', 'h']",visit b a d and h,& F a & F b & F d F h,& G F b & G F a & G F d,Syntax Error
valid,visit,4,"['a', 'b', 'h', 'c']",visit b a h and c,& F a & F b & F h F c,& G F b & G F a & G F h,Syntax Error
valid,visit,4,"['a', 'b', 'h', 'd']",visit b a h and d,& F a & F b & F h F d,& G F b & G F a & G F h,Syntax Error
valid,visit,4,"['a', 'c', 'b', 'd']",visit c a b and d,& F a & F c & F b F d,& G F c & G F a & G F b,Syntax Error
valid,visit,4,"['a', 'c', 'b', 'h']",visit c a b and h,& F a & F c & F b F h,& G F c & G F a & G F b,Syntax Error
